cik,company,fyear,period,filing_date,accession,form,listed,in_sample,coregistrant_copy,n_item1a_sentences,risk_section_length,risk_section_length_ln,n_titles,secrets,readability,cyber_risk,cyber_risk_jaccard,n_train,crd_sentences,crd_sentences_ratio,negative_words,precise_words,litigious_words,negative_words_raw,precise_words_strong_modal,litigious_words_raw,mentions_insurance,cyber_insurance,cyber_insurance_partial,n_words,n_words_adj,sic,ff12
1093557,DEXCOM INC,2005,20051231,2006-02-27,0001104659-06-012220,10-K,False,False,False,390.0,390.0,5.968707559985366,32.0,1.0,2118035.0,0.0,0.0,0,0,0.0,,,,,,,0,0,0,0,0,3841,Hlth
33185,EQUIFAX INC,2005,20051231,2006-03-02,0001104659-06-013557,10-K,True,False,False,144.0,137.0,4.927253685157205,23.0,0.0,3318876.0,0.0,0.0,0,7,0.04861111111111111,0.16260162601626016,-0.0,0.04065040650406504,0.08849557522123894,0.0,0.022123893805309734,1,1,1,226,123,7320,Other
45947,HARTFORD LIFE INSURANCE CO,2005,20051231,2006-02-24,0000950123-06-002241,10-K,False,False,False,130.0,130.0,4.875197323201151,12.0,0.0,1245655.0,0.0,0.0,0,0,0.0,,,,,,,0,0,0,0,0,6311,Money
19617,J P MORGAN CHASE & CO,2005,20051231,2006-03-09,0000950123-06-002875,10-K,True,False,False,98.0,94.0,4.553876891600541,17.0,0.0,,0.0,0.0,0,4,0.04081632653061224,0.15555555555555556,-0.011111111111111112,0.011111111111111112,0.08284023668639054,0.0,0.005917159763313609,1,1,0,169,90,6021,Money
1120193,NASDAQ STOCK MARKET INC,2005,20051231,2006-03-15,0001193125-06-054916,10-K,True,False,False,333.0,324.0,5.783825182329737,36.0,1.0,2118628.0,0.10580184237878973,0.05128205128205128,1,9,0.02702702702702703,0.2108843537414966,-0.02040816326530612,0.006802721088435374,0.12156862745098039,0.0,0.00392156862745098,0,0,0,255,147,6200,Money
1126328,PRINCIPAL FINANCIAL GROUP INC,2005,20051231,2006-03-02,0001047469-06-002772,10-K,True,False,False,237.0,237.0,5.472270673671475,27.0,0.0,3191705.0,0.0,0.0,0,0,0.0,,,,,,,0,0,0,0,0,6321,Money
750556,SUNTRUST BANKS INC,2005,20051231,2006-02-28,0001193125-06-040788,10-K,True,False,False,2.0,2.0,1.0986122886681098,0.0,0.0,4183282.0,0.0,0.0,0,0,0.0,,,,,,,0,0,0,0,0,6021,Money
104169,WAL MART STORES INC,2005,20060131,2006-03-29,0001193125-06-066792,10-K,True,False,False,88.0,85.0,4.454347296253507,10.0,0.0,1278903.0,0.1632993161855452,0.07547169811320754,1,3,0.03409090909090909,0.14893617021276595,-0.02127659574468085,0.0,0.07865168539325842,0.0,0.0,1,1,0,89,47,5331,Shops
886158,BED BATH & BEYOND INC,2005,20060225,2006-05-12,0001104659-06-034196,10-K,True,False,False,30.0,30.0,3.4339872044851463,7.0,0.0,1449024.0,0.0,0.0,1,0,0.0,,,,,,,0,0,0,0,0,5700,Shops
1037038,POLO RALPH LAUREN CORP,2005,20060401,2006-06-15,0000950123-06-007753,10-K,True,False,False,168.0,168.0,5.1298987149230735,21.0,0.0,1469262.0,0.0,0.0,2,0,0.0,,,,,,,0,0,0,0,0,2320,NoDur
1084869,1 800 FLOWERS COM INC,2006,20060702,2006-09-15,0001084869-06-000027,10-K,True,False,False,216.0,205.0,5.327876168789581,0.0,0.0,357724.0,0.2840799393253078,0.13460926309088014,2,11,0.05092592592592592,0.15853658536585366,-0.024390243902439025,0.006097560975609756,0.09523809523809523,0.0,0.003401360544217687,0,0,0,294,164,5990,Shops
771497,ABM INDUSTRIES INC /DE/,2006,20061031,2006-12-22,0000950134-06-023656,10-K,True,False,False,127.0,127.0,4.852030263919617,14.0,0.0,2545832.0,0.0,0.0,3,0,0.0,,,,,,,0,0,0,0,0,7340,Other
1312073,"VeriFone Holdings, Inc.",2006,20061031,2006-12-18,0001104659-06-082159,10-K,True,False,False,390.0,383.0,5.950642552587727,47.0,0.0,3247904.0,0.3245352226236519,0.12406161412616551,3,7,0.017948717948717947,0.15384615384615385,-0.0,0.054945054945054944,0.08982035928143713,0.0,0.029940119760479042,0,0,0,167,91,3578,BusEq
896262,AMEDISYS INC,2006,20061231,2007-02-20,0001193125-07-035162,10-K,True,False,False,464.0,455.0,6.1224928095143865,46.0,0.0,1145678.0,0.4191088021656206,0.1712472811079313,3,9,0.01939655172413793,0.22302158273381295,-0.014388489208633094,0.06474820143884892,0.12121212121212122,0.0,0.03409090909090909,0,0,0,264,139,8082,Hlth
14930,BRUNSWICK CORP,2006,20061231,2007-02-23,0000014930-07-000052,10-K,False,False,False,72.0,72.0,4.290459441148391,17.0,0.0,3916799.0,0.0,0.0,3,0,0.0,,,,,,,0,0,0,0,0,3510,Manuf
1108109,COMMUNITY HEALTH SYSTEMS INC,2006,20061231,2007-02-20,0000950144-07-001425,10-K,True,False,False,176.0,176.0,5.176149732573829,23.0,0.0,1619223.0,0.0,0.0,3,0,0.0,,,,,,,0,0,0,0,0,8062,Hlth
1015780,E TRADE FINANCIAL CORP,2006,20061231,2007-03-01,0001193125-07-043983,10-K,True,False,False,219.0,211.0,5.356586274672012,28.0,0.0,3210035.0,0.4215937738504263,0.11000826634000967,3,8,0.0365296803652968,0.1981981981981982,-0.009009009009009009,0.04504504504504504,0.10328638497652583,0.0,0.023474178403755867,0,0,0,213,111,6035,Money
277135,GRAINGER W W INC,2006,20061231,2007-02-27,0000277135-07-000010,10-K,True,False,False,39.0,37.0,3.6375861597263857,7.0,0.0,1889474.0,0.2713804913827244,0.06932024281537678,3,2,0.05128205128205128,0.1836734693877551,-0.0,0.0,0.13846153846153847,0.0,0.0,0,0,0,65,49,5000,Shops
354950,HOME DEPOT INC,2006,20070128,2007-03-29,0001047469-07-002295,10-K,True,False,False,86.0,86.0,4.465908118654584,14.0,0.0,991472.0,0.0,0.0,3,0,0.0,,,,,,,0,0,0,0,0,5211,Shops
936468,LOCKHEED MARTIN CORP,2006,20061231,2007-02-26,0001193125-07-039899,10-K,False,False,False,222.0,222.0,5.407171771460119,25.0,0.0,2187983.0,0.0,0.0,3,0,0.0,,,,,,,0,0,0,0,0,3760,Manuf
12978,OFFICEMAX INC,2006,20061230,2007-02-28,0001104659-07-015008,10-K,True,False,False,96.0,94.0,4.553876891600541,34.0,0.0,4415023.0,0.2733201486574552,0.09611720184975159,3,2,0.020833333333333332,0.19230769230769232,-0.038461538461538464,0.07692307692307693,0.10869565217391304,0.0,0.043478260869565216,0,0,0,46,26,5110,Shops
316709,SCHWAB CHARLES CORP,2006,20061231,2007-02-26,0001193125-07-039782,10-K,False,False,False,105.0,99.0,4.605170185988092,19.0,0.0,2491906.0,0.13979624180477512,0.09974259974259975,3,6,0.05714285714285714,0.19047619047619047,-0.06666666666666667,0.009523809523809525,0.11299435028248588,0.0,0.005649717514124294,0,0,0,177,105,6211,Money
100517,UAL CORP /DE/,2006,20061231,2007-03-16,0001104659-07-019919,10-K,True,False,False,165.0,165.0,5.111987788356544,27.0,0.0,6751927.0,0.0,0.0,2,0,0.0,,,,,,,0,0,0,0,0,4512,Other
1156039,WELLPOINT INC,2006,20061231,2007-02-26,0001193125-07-039867,10-K,True,False,False,321.0,319.0,5.768320995793772,34.0,1.0,2611881.0,0.28085538110370184,0.11340088074182808,3,2,0.006230529595015576,0.22,-0.0,0.06,0.11956521739130435,0.0,0.03260869565217391,0,0,0,92,50,6324,Money
764478,BEST BUY CO INC,2006,20070303,2007-05-02,0001104659-07-034935,10-K,True,False,False,89.0,88.0,4.48863636973214,14.0,1.0,4022809.0,0.32112974013414786,0.13466665331677946,4,1,0.011235955056179775,0.1,-0.0,0.05,0.07317073170731707,0.0,0.024390243902439025,0,0,0,41,20,5731,Shops
701985,LIMITED BRANDS INC,2006,20070203,2007-04-03,0001193125-07-073368,10-K,True,False,False,116.0,113.0,4.736198448394496,18.0,0.0,1318856.0,0.18685530397735406,0.0806109265411591,3,3,0.02586206896551724,0.17307692307692307,-0.019230769230769232,0.019230769230769232,0.10714285714285714,0.0,0.011904761904761904,0,0,0,84,52,5990,Shops
1005414,TOYS R US INC,2006,20070203,2007-05-15,0001193125-07-115768,10-K,False,False,False,225.0,222.0,5.407171771460119,23.0,0.0,2520804.0,0.2147688140000352,0.05896701980960919,4,3,0.013333333333333334,0.21428571428571427,-0.0,0.03571428571428571,0.12244897959183673,0.0,0.02040816326530612,0,0,0,49,28,5945,Shops
1059272,"bebe stores, inc.",2007,20070707,2007-09-14,0001104659-07-069182,10-K,True,True,False,145.0,145.0,4.983606621708336,39.0,0.0,1638484.0,0.0,0.0,9,0,0.0,,,,,,,0,0,0,0,0,2330,NoDur
1368458,"Sally Beauty Holdings, Inc.",2007,20070930,2007-11-29,0001047469-07-009602,10-K,True,False,False,395.0,388.0,5.963579343618446,37.0,0.0,978954.0,0.32760193351630257,0.12133965070006654,10,7,0.017721518987341773,0.08080808080808081,-0.0,0.0,0.038834951456310676,0.0,0.0,0,0,0,206,99,5990,Shops
1089511,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,2007,20071231,2008-03-20,0000950134-08-005139,10-K,True,False,False,315.0,315.0,5.755742213586912,39.0,0.0,1638095.0,0.0,0.0,9,0,0.0,,,,,,,0,0,0,0,0,4813,Telcm
885725,BOSTON SCIENTIFIC CORP,2007,20071231,2008-02-28,0001072613-08-000584,10-K,True,False,False,237.0,237.0,5.472270673671475,29.0,1.0,4295949.0,0.0,0.0,9,0,0.0,,,,,,,0,0,0,0,0,3841,Hlth
1108109,COMMUNITY HEALTH SYSTEMS INC,2007,20071231,2008-02-29,0000950144-08-001501,10-K,True,False,False,226.0,226.0,5.424950017481403,24.0,0.0,2376233.0,0.0,0.0,9,0,0.0,,,,,,,0,0,0,0,0,8062,Hlth
1015780,E TRADE FINANCIAL CORP,2007,20071231,2008-02-28,0001193125-08-041906,10-K,True,False,False,237.0,229.0,5.438079308923196,32.0,0.0,3496635.0,0.43087484907537393,0.15687166560541355,9,8,0.03375527426160337,0.2,-0.00909090909090909,0.045454545454545456,0.10377358490566038,0.0,0.02358490566037736,0,0,0,212,110,6035,Money
886982,GOLDMAN SACHS GROUP INC/,2007,20071130,2008-01-29,0000950123-08-000857,10-K,True,False,False,243.0,237.0,5.472270673671475,17.0,0.0,,0.2869280527436358,0.15586791188719026,9,6,0.024691358024691357,0.1440677966101695,-0.01694915254237288,0.03389830508474576,0.07860262008733625,0.0,0.017467248908296942,1,1,0,229,118,6211,Money
1068875,INFOSPACE INC,2007,20071231,2008-02-25,0001193125-08-036854,10-K,True,False,False,438.0,425.0,6.054439346269371,33.0,1.0,1640538.0,0.35810365847074715,0.17219324322302385,9,13,0.02968036529680365,0.19553072625698323,-0.0111731843575419,0.061452513966480445,0.10434782608695652,0.0,0.03188405797101449,0,0,0,345,179,6199,Money
936468,LOCKHEED MARTIN CORP,2007,20071231,2008-02-28,0001193125-08-041793,10-K,True,False,False,229.0,229.0,5.438079308923196,25.0,0.0,3383978.0,0.0,0.0,9,0,0.0,,,,,,,0,0,0,0,0,3760,Manuf
1045810,NVIDIA CORP,2007,20080321,2008-03-21,0001045810-08-000011,10-K,True,False,False,542.0,542.0,6.297109319933935,45.0,1.0,3368369.0,0.0,0.0,9,0,0.0,,,,,,,0,0,0,0,0,3674,BusEq
85408,ROWAN COMPANIES INC,2007,20071231,2008-02-29,0000950129-08-001384,10-K,True,False,False,169.0,169.0,5.135798437050262,20.0,0.0,1545866.0,0.0,0.0,9,0,0.0,,,,,,,0,0,0,0,0,1381,Enrgy
1377013,TIME WARNER CABLE INC.,2007,20071231,2008-02-22,0000950144-08-001292,10-K,True,False,False,312.0,304.0,5.720311776607412,43.0,0.0,2437571.0,0.4145344585847285,0.18313343302382662,9,8,0.02564102564102564,0.16666666666666666,-0.022988505747126436,0.011494252873563218,0.09698996655518395,0.0,0.006688963210702341,0,0,0,299,174,4841,Telcm
104169,WAL MART STORES INC,2007,20080131,2008-03-31,0001193125-08-071085,10-K,True,False,False,117.0,111.0,4.718498871295094,14.0,0.0,1434544.0,0.43036096960877535,0.13948005459417764,10,6,0.05128205128205128,0.16831683168316833,-0.009900990099009901,0.019801980198019802,0.09042553191489362,0.0,0.010638297872340425,0,0,0,188,101,5331,Shops
1365135,Western Union CO,2007,20071231,2008-02-26,0001193125-08-038154,10-K,True,False,False,323.0,312.0,5.746203190540153,28.0,0.0,1792316.0,0.4082779044071003,0.168729756020109,8,11,0.034055727554179564,0.21505376344086022,-0.010752688172043012,0.053763440860215055,0.1238390092879257,0.0,0.030959752321981424,1,1,0,323,186,7389,Other
18498,GENESCO INC,2007,20080202,2008-04-02,0000950144-08-002576,10-K,True,False,False,167.0,167.0,5.123963979403259,14.0,0.0,1442144.0,0.0,0.0,10,0,0.0,,,,,,,0,0,0,0,0,5661,Shops
91419,SMUCKER J M CO,2007,20080430,2008-06-27,0000950152-08-005018,10-K,True,False,False,89.0,89.0,4.499809670330265,1.0,0.0,4542218.0,0.0,0.0,10,0,0.0,,,,,,,0,0,0,0,0,2033,NoDur
1358651,"Neiman Marcus, Inc.",2008,20080802,2008-09-24,0001104659-08-060025,10-K,False,False,False,205.0,205.0,5.327876168789581,30.0,0.0,6708205.0,0.0,0.0,5,0,0.0,,,,,,,0,0,0,0,0,5311,Shops
812128,SANDERSON FARMS INC,2008,20081031,2008-12-19,0000950144-08-009437,10-K,True,False,False,137.0,137.0,4.927253685157205,19.0,0.0,701265.0,0.0,0.0,4,0,0.0,,,,,,,0,0,0,0,0,2015,NoDur
1158449,ADVANCE AUTO PARTS INC,2008,20090103,2009-03-04,0001158449-09-000027,10-K,True,False,False,159.0,159.0,5.075173815233827,19.0,0.0,4103465.0,0.0,0.0,7,0,0.0,,,,,,,0,0,0,0,0,5531,Shops
350698,AUTONATION INC /FL,2008,20081231,2009-02-17,0000950144-09-001303,10-K,True,False,False,158.0,158.0,5.0689042022202315,17.0,0.0,1997743.0,0.0,0.0,6,0,0.0,,,,,,,0,0,0,0,0,5500,Shops
1058090,CHIPOTLE MEXICAN GRILL INC,2008,20081231,2009-02-19,0001193125-09-033199,10-K,True,False,False,336.0,332.0,5.808142489980444,24.0,0.0,1591656.0,0.11149568441725262,0.06563590123688337,6,4,0.011904761904761904,0.09210526315789473,-0.013157894736842105,0.07894736842105263,0.04929577464788732,0.0,0.04225352112676056,0,0,0,142,76,5812,Shops
1062530,DIGITAL RIVER INC /DE,2008,20081231,2009-02-19,0000950137-09-001176,10-K,True,False,False,388.0,372.0,5.921578419643816,39.0,1.0,1223276.0,0.41941684171828664,0.12679407660246741,6,16,0.041237113402061855,0.10830324909747292,-0.01444043321299639,0.02527075812274368,0.0670995670995671,0.0,0.015151515151515152,0,0,0,462,277,5045,Shops
33185,EQUIFAX INC,2008,20081231,2009-02-26,0001047469-09-001891,10-K,True,False,False,226.0,216.0,5.37989735354046,32.0,0.0,2690076.0,0.4113336243291913,0.14772201215939637,5,10,0.04424778761061947,0.2012987012987013,-0.012987012987012988,0.045454545454545456,0.11721611721611722,0.0,0.02564102564102564,0,0,0,273,154,7320,Other
45947,HARTFORD LIFE INSURANCE CO,2008,20081231,2009-02-12,0000950123-09-002501,10-K,False,False,False,335.0,332.0,5.808142489980444,24.0,1.0,3593254.0,0.2064295689404688,0.08917096673923292,6,3,0.008955223880597015,0.2,-0.0,0.0,0.10227272727272728,0.0,0.0,0,0,0,88,45,6311,Money
19617,J P MORGAN CHASE & CO,2008,20081231,2009-03-02,0000950123-09-003840,10-K,True,True,False,226.0,222.0,5.407171771460119,22.0,0.0,,0.1985234606551803,0.10474100182564038,7,4,0.017699115044247787,0.18888888888888888,-0.011111111111111112,0.022222222222222223,0.1,0.0,0.011764705882352941,1,1,0,170,90,6021,Money
1273931,MONEYGRAM INTERNATIONAL INC,2008,20081231,2009-03-03,0000950137-09-001475,10-K,True,False,False,352.0,340.0,5.831882477283517,32.0,1.0,2021116.0,0.4177281477894459,0.15197426530119734,7,12,0.03409090909090909,0.21568627450980393,-0.0,0.049019607843137254,0.1274787535410765,0.0,0.028328611898016998,1,1,1,353,204,7389,Other
31791,PERKINELMER INC,2008,20081228,2009-02-26,0001193125-09-039117,10-K,True,False,False,239.0,239.0,5.480638923341991,22.0,1.0,2604260.0,0.0,0.0,5,0,0.0,,,,,,,0,0,0,0,0,3826,BusEq
1005414,TOYS R US INC,2008,20090131,2009-03-31,0000950123-09-005856,10-K,False,False,False,209.0,204.0,5.3230099791384085,30.0,0.0,1715040.0,0.38153938038024504,0.13369892567354072,7,5,0.023923444976076555,0.1774193548387097,-0.0,0.04838709677419355,0.10619469026548672,0.0,0.02654867256637168,0,0,0,113,62,5945,Shops
104889,WASHINGTON POST CO,2008,20081228,2009-02-26,0001193125-09-038899,10-K,True,False,False,96.0,96.0,4.574710978503383,1.0,0.0,1867256.0,0.0,0.0,5,0,0.0,,,,,,,0,0,0,0,0,8200,Other
1361658,WYNDHAM WORLDWIDE CORP,2008,20081231,2009-02-27,0000950123-09-003581,10-K,True,False,False,174.0,174.0,5.1647859739235145,20.0,0.0,2387031.0,0.0,0.0,7,0,0.0,,,,,,,0,0,0,0,0,7011,Other
943823,DAVE & BUSTERS INC,2008,20090201,2009-04-16,0001193125-09-080819,10-K,False,False,False,288.0,286.0,5.659482215759621,25.0,0.0,1332093.0,0.2671071844660088,0.10965412069349058,7,2,0.006944444444444444,0.1875,-0.0,0.0625,0.09090909090909091,0.0,0.030303030303030304,1,1,0,33,16,5812,Shops
84129,RITE AID CORP,2008,20090228,2009-04-17,0001047469-09-004278,10-K,True,False,False,233.0,233.0,5.455321115357702,29.0,0.0,2927547.0,0.0,0.0,8,0,0.0,,,,,,,0,0,0,0,0,5912,Shops
896878,INTUIT INC,2009,20090731,2009-09-15,0000950123-09-043307,10-K,True,False,False,324.0,309.0,5.736572297479192,32.0,0.0,1406552.0,0.49181873239750584,0.19186585993603536,3,15,0.046296296296296294,0.13538461538461538,-0.006153846153846154,0.04923076923076923,0.0763888888888889,0.0,0.027777777777777776,0,0,0,576,325,7372,BusEq
812128,SANDERSON FARMS INC,2009,20091031,2009-12-22,0000950123-09-072714,10-K,True,False,False,132.0,132.0,4.890349128221754,19.0,0.0,979317.0,0.0,0.0,4,0,0.0,,,,,,,0,0,0,0,0,2015,NoDur
796343,ADOBE SYSTEMS INC,2009,20091127,2010-01-22,0000796343-10-000003,10-K,True,False,False,354.0,326.0,5.7899601708972535,23.0,1.0,14294646.0,0.3882923978711297,0.12459515923870136,3,28,0.07909604519774012,0.15384615384615385,-0.005628517823639775,0.024390243902439025,0.0839231547017189,0.0,0.01314459049544995,0,0,0,989,533,7372,BusEq
929994,ASSISTED LIVING CONCEPTS INC,2009,20091231,2010-03-11,0000950123-10-023507,10-K,True,True,False,194.0,194.0,5.272999558563747,46.0,0.0,1266436.0,0.0,0.0,2,0,0.0,,,,,,,0,0,0,0,0,8050,Hlth
1046568,CAREER EDUCATION CORP,2009,20091231,2010-02-25,0001193125-10-040894,10-K,False,False,False,336.0,328.0,5.796057750765372,47.0,1.0,2009120.0,0.33960689152988377,0.12693602693602696,2,8,0.023809523809523808,0.1791044776119403,-0.0,0.07462686567164178,0.1087866108786611,0.0,0.04184100418410042,0,0,0,239,134,8200,Other
27904,DELTA AIR LINES INC /DE/,2009,20091231,2010-02-24,0000950123-10-016275,10-K,True,False,False,197.0,195.0,5.278114659230517,27.0,0.0,1704764.0,0.2891869206024893,0.13610240334378265,2,2,0.01015228426395939,0.1590909090909091,-0.0,0.0,0.09333333333333334,0.0,0.0,0,0,0,75,44,4512,Other
1015780,E TRADE FINANCIAL CORP,2009,20091231,2010-02-24,0001193125-10-038928,10-K,True,False,False,303.0,295.0,5.69035945432406,41.0,0.0,4138884.0,0.4079775548518528,0.12620034919249234,2,8,0.026402640264026403,0.1981981981981982,-0.009009009009009009,0.04504504504504504,0.10328638497652583,0.0,0.023474178403755867,0,0,0,213,111,6035,Money
886982,GOLDMAN SACHS GROUP INC,2009,20091231,2010-03-01,0000950123-10-018464,10-K,True,False,False,283.0,277.0,5.627621113690637,25.0,0.0,,0.2590006077476719,0.11847290640394088,2,6,0.02120141342756184,0.12056737588652482,-0.0070921985815602835,0.028368794326241134,0.06569343065693431,0.0,0.014598540145985401,1,1,0,274,141,6211,Money
1468174,Hyatt Hotels Corp,2009,20091231,2010-02-25,0001193125-10-040935,10-K,True,False,False,795.0,791.0,6.674561391814426,69.0,0.0,3294043.0,0.42768509320304277,0.1210076473234368,2,4,0.005031446540880503,0.26436781609195403,-0.0,0.0,0.1402439024390244,0.0,0.0,1,1,1,164,87,7011,Other
701985,LIMITED BRANDS INC,2009,20100130,2010-03-26,0001193125-10-068571,10-K,True,False,False,200.0,191.0,5.2574953720277815,29.0,0.0,7664007.0,0.47182731026124347,0.13668355105305252,2,9,0.045,0.14545454545454545,-0.03636363636363636,0.01818181818181818,0.0851063829787234,0.0,0.010638297872340425,0,0,0,282,165,5990,Shops
71691,NEW YORK TIMES CO,2009,20091227,2010-02-22,0001193125-10-036478,10-K,True,False,False,168.0,168.0,5.1298987149230735,22.0,0.0,3146197.0,0.0,0.0,2,0,0.0,,,,,,,0,0,0,0,0,2711,NoDur
1393311,Public Storage,2009,20091231,2010-03-01,0001393311-10-000004,10-K,True,False,False,244.0,244.0,5.501258210544727,33.0,0.0,36207671.0,0.0,0.0,2,0,0.0,,,,,,,0,0,0,0,0,6798,Money
791519,STAPLES INC,2009,20100130,2010-03-02,0001047469-10-001695,10-K,True,False,False,139.0,134.0,4.90527477843843,17.0,0.0,5504674.0,0.3991933072063554,0.1174055829228243,2,5,0.03597122302158273,0.125,-0.0,0.045454545454545456,0.06962025316455696,0.0,0.02531645569620253,0,0,0,158,88,5940,Shops
1336917,"Under Armour, Inc.",2009,20091231,2010-02-25,0001193125-10-040052,10-K,True,False,False,296.0,294.0,5.68697535633982,32.0,0.0,1444636.0,0.3824356554067402,0.09949874686716792,2,2,0.006756756756756757,0.1836734693877551,-0.02040816326530612,0.061224489795918366,0.09782608695652174,0.0,0.03260869565217391,0,0,0,92,49,2300,NoDur
72971,WELLS FARGO & CO/MN,2009,20091231,2010-02-26,0000950123-10-017877,10-K,True,False,False,3.0,3.0,1.3862943611198906,1.0,0.0,13043016.0,0.0,0.0,2,0,0.0,,,,,,,0,0,0,0,0,6021,Money
1316644,"AeroGrow International, Inc.",2009,20100331,2010-06-25,0001185185-10-000731,10-K,False,False,False,200.0,200.0,5.303304908059076,40.0,1.0,2052195.0,0.0,0.0,6,0,0.0,,,,,,,0,0,0,0,0,5200,Shops
84129,RITE AID CORP,2009,20100227,2010-04-28,0001047469-10-004332,10-K,True,False,False,206.0,206.0,5.332718793265369,29.0,0.0,2228487.0,0.0,0.0,2,0,0.0,,,,,,,0,0,0,0,0,5912,Shops
789019,MICROSOFT CORP,2010,20100630,2010-07-30,0001193125-10-171791,10-K,True,False,False,230.0,217.0,5.384495062789089,23.0,1.0,20098498.0,0.26650478659128213,0.11143605051237407,8,13,0.05652173913043478,0.08759124087591241,-0.0072992700729927005,0.014598540145985401,0.058333333333333334,0.0072992700729927005,0.008333333333333333,0,0,0,240,137,7372,BusEq
868611,SONIC CORP,2010,20100831,2010-10-29,0001193125-10-241301,10-K,False,False,False,192.0,187.0,5.236441962829949,18.0,0.0,2238196.0,0.4021016260163951,0.14966327228872736,8,5,0.026041666666666668,0.12987012987012986,-0.0,0.03896103896103896,0.07142857142857142,0.0,0.02142857142857143,0,0,0,140,77,5812,Shops
1158449,ADVANCE AUTO PARTS INC,2010,20110101,2011-03-01,0001158449-11-000008,10-K,True,False,False,133.0,130.0,4.875197323201151,20.0,0.0,10500104.0,0.3850290461064607,0.14159768599156064,9,3,0.022556390977443608,0.34285714285714286,-0.0,0.02857142857142857,0.1791044776119403,0.0,0.014925373134328358,0,0,0,67,35,5531,Shops
732717,AT&T INC.,2010,20101231,2011-03-01,0000732717-11-000014,10-K,True,False,False,47.0,47.0,3.871201010907891,3.0,0.0,38688376.0,0.0,0.0,9,0,0.0,,,,,,,0,0,0,0,0,4813,Telcm
18926,"CENTURYLINK, INC",2010,20101231,2011-03-01,0000018926-11-000006,10-K,True,False,False,492.0,490.0,6.19644412779452,82.0,0.0,3387842.0,0.27060856236339664,0.05445733013028367,9,2,0.0040650406504065045,0.2857142857142857,-0.0,0.14285714285714285,0.2222222222222222,0.0,0.1111111111111111,0,0,0,18,14,4813,Telcm
27904,DELTA AIR LINES INC /DE/,2010,20101231,2011-02-16,0000950123-11-014364,10-K,True,False,False,189.0,185.0,5.225746673713202,26.0,0.0,3388568.0,0.3328618440383147,0.1592316041324186,9,4,0.021164021164021163,0.15,-0.0,0.0125,0.09022556390977443,0.0,0.007518796992481203,1,1,0,133,80,4512,Other
1015780,E TRADE FINANCIAL CORP,2010,20101231,2011-02-22,0001193125-11-042158,10-K,True,False,False,333.0,324.0,5.783825182329737,43.0,0.0,15696834.0,0.4021028819193157,0.14693394653724,10,9,0.02702702702702703,0.19130434782608696,-0.008695652173913044,0.043478260869565216,0.10091743119266056,0.0,0.022935779816513763,0,0,0,218,115,6035,Money
277135,GRAINGER W W INC,2010,20101231,2011-02-28,0000277135-11-000011,10-K,True,False,False,50.0,46.0,3.8501476017100584,10.0,0.0,20411355.0,0.40507938626469103,0.14275215426361815,9,4,0.08,0.15476190476190477,-0.0,0.011904761904761904,0.10569105691056911,0.0,0.008130081300813009,0,0,0,123,84,5000,Shops
1468174,Hyatt Hotels Corp,2010,20101231,2011-02-17,0001193125-11-038921,10-K,True,True,False,856.0,852.0,6.748759547491679,69.0,0.0,3103878.0,0.35193055744706153,0.1204285502109137,9,4,0.004672897196261682,0.26436781609195403,-0.0,0.0,0.1402439024390244,0.0,0.0,1,1,1,164,87,7011,Other
936468,LOCKHEED MARTIN CORP,2010,20101231,2011-02-25,0001193125-11-045739,10-K,True,False,False,226.0,222.0,5.407171771460119,19.0,0.0,18411608.0,0.2669295354979341,0.09226234044301494,10,4,0.017699115044247787,0.05555555555555555,-0.0,0.06666666666666667,0.030864197530864196,0.0,0.037037037037037035,1,1,1,162,90,3760,Manuf
1133421,NORTHROP GRUMMAN CORP /DE/,2010,20101231,2011-02-09,0000950123-11-010835,10-K,True,False,False,332.0,324.0,5.783825182329737,43.0,1.0,18734843.0,0.4462867484905557,0.16031709599945165,9,8,0.024096385542168676,0.13986013986013987,-0.0,0.055944055944055944,0.08196721311475409,0.0,0.03278688524590164,0,0,0,244,143,3812,BusEq
1310067,SEARS HOLDINGS CORP,2010,20110129,2011-03-11,0001193125-11-062911,10-K,True,False,False,142.0,138.0,4.9344739331306915,21.0,0.0,9701072.0,0.4566032466819679,0.20578175697606838,9,4,0.028169014084507043,0.2535211267605634,-0.0,0.056338028169014086,0.13432835820895522,0.0,0.029850746268656716,0,0,0,134,71,5311,Shops
1336917,"Under Armour, Inc.",2010,20101231,2011-02-24,0001193125-11-044799,10-K,True,False,False,299.0,297.0,5.697093486505405,32.0,0.0,4749649.0,0.3430296420534798,0.10267346347635838,10,2,0.006688963210702341,0.17777777777777778,-0.022222222222222223,0.06666666666666667,0.0975609756097561,0.0,0.036585365853658534,0,0,0,82,45,2300,NoDur
1156039,"WELLPOINT, INC",2010,20101231,2011-02-17,0001193125-11-039172,10-K,True,False,False,346.0,342.0,5.8377304471659395,31.0,1.0,32803805.0,0.36944221170388375,0.1521611342027562,8,4,0.011560693641618497,0.17777777777777778,-0.022222222222222223,0.05555555555555555,0.0893854748603352,0.0,0.027932960893854747,0,0,0,179,90,6324,Money
